Nom_llibre|Usuari|Puntuacio|Titol|Data|Text|Votacions
¿A qué sabe la luna? (libros para soñar)|Cliente Amazon|3,0 de 5 estrellas|Libro poco indicado para niñ@s menores de 10 años|Revisado en España el 31 de enero de 2020|Hace años vi este libro infantil en el escaparate de una librería y me enamoré de sus ilustraciones, así que en cuanto me surgió la oportunidad de regalarlo lo compré. El destinatario era un niño de 4 años que disfruta mucho los libros ilustrados. No llegué a entregárselo porque una vez que lo recibí, aunque seguían pareciéndome preciosas las ilustraciones, hubo varias cosas que me parecieron poco adaptadas a la realidad y capacidades de cualquier niñ@ menor de 10 años. De ahí las tres estrellas que le he puesto.El libro tiene un formato alargado, en  vertical, y bastante grande, con unas cubiertas en cartón duro. Eso está muy bien porque lo hace cómodo de mirar y más resistente. Al interior se distribuye casi siempre de la misma manera: una ilustración a doble página con un breve texto relacionado dispuesto sobre ellaLo primero de lo que me di cuenta es de que las ilustraciones no son muy adecuadas para niñ@s pequeñ@s. Por un lado resultan muy oscuras para esas edades, con ese cielo negro siempre presente y esos colores apagados. Y por otro lado, el trabajo que hay detrás de cada imagen, la composición con materiales diversos y texturados, es de una sutileza que un adulto o adolescente pueden disfrutar mucho, pero que se pierde en manos de un niño.En cualquier caso no fueron las imágenes las que me llevaron a descartar el libro, sino el texto, o más bien, lo que se pretende contar. En apariencia el autor quiere trasladar la idea de la importancia de colaborar un@s con otr@s para conseguir un objetivo. Así se nos narra cómo distintos animales desean averiguar a qué sabe la luna y cómo se les ocurre que encaramándose unos a otros, la alcanzarán y podrán así satisfacer su curiosidad. En principio un mensaje simple sobre el trabajo en equipo. Pero para nada es tan simple. Hay en este relato muchos matices a esa idea tan optimista e incluso un final extraño, difícil de interpretar hasta por un adulto. En primer lugar, a la luna, que está humanizada con ojos y boca (con lo que eso significa para un niño pequeño, que lo interpretará como un ser vivo y sintiente), le disgusta la idea de que los animales la alcancen, y así su sonrisa se transforma en una mueca muy gráfica de descontento. Los animales además no se limitan a llegar hasta ella y darle un lengüetazo para saborearla; no, le arrancan un pedazo y se lo comen, algo que me sorprendió por lo agresivo. La luna se queda tan triste ante esa agresión que pasa de lucir como una sonriente luna llena a ser una apagada media luna. Los animales, sin embargo, se echan a dormir todos juntos tras haber conseguido la hazaña. Como colofón, una última imagen, que también pongo en fotos, que enreda todavía más el supuesto mensaje del libro, y que ningún niño pequeño entenderá.Creo que lo que empieza siendo una sencilla historia con moraleja sobre la cooperación, es subvertida intencionadamente por el autor para hacernos pensar que ni el mejor de los propósitos o de los métodos justifica hacer daño a otros. Como digo, una lectura que exige ya una capacidad de lectura y razonamiento complejos, propios de un adulto. Quizás por eso el libro me recuerdó a las fábulas y cuentos que los hermanos Grimm, Andersen y demás, escribieron para adultos y que Disney tuvo que simplificar y edulcorar para el público infantil.|A 8 personas les ha parecido esto útil
¿A qué sabe la luna? (libros para soñar)|María Blanco|5,0 de 5 estrellas|Un cuento de los de guardar toda la vida|Revisado en España el 5 de agosto de 2016|Es un cuento precioso de los que se guardan para toda la vida. A mi hija llegue a contárselo ya sin leerlo... !!! Las ilustraciones son muy bonitas y los protagonistas animales que se ayudan para conseguir un objetivo común. Lo que uno solo no puede lograr... a veces con ayuda.... se puede!!!|A 22 personas les ha parecido esto útil
¿A qué sabe la luna? (libros para soñar)|Dailywoman|5,0 de 5 estrellas|Un libro de ensueño!|Revisado en España el 27 de julio de 2018|A mi hija de dos años y a mi nos encanta este libro. Las ilustraciones son preciosas, tiene un halo de misterio entre tanta oscuridad que te envuelve. La historia es súper sencilla, creo que dedicada a niños mas bien pequeños, pero lo contamos de una forma que ella me va diciendo uno a uno los animales que van a ir saliendo y le gusta mucho, me pide que se lo cuente a diario.La unica pega es que las paginas son de papel, y con un niño pequeño hay que tener cuidado para que no se rompan.Trae un poster - medidor de altura con la ilustración del libro.Si a tu niño o niña le gusta la luna, este libro le chiflará!|A 9 personas les ha parecido esto útil
¿A qué sabe la luna? (libros para soñar)|Alessandra|5,0 de 5 estrellas|Un "must" en la biblioteca de los niños pequeños|Revisado en España el 19 de diciembre de 2017|Es un libro divertido, con una historia que trabaja los valores de la perseverancia y el trabajo en equipo para lograr los objetivos que nos trazamos. Las ilustraciones son preciosas. Se lee divinamente y a mi hija de 2 años le fascina que se lo lean una y otra vez. Es un libro con tapa dura y hojas brillantes de muy buena calidad.En regalo, el libro trae un póster para medir que es muy bonito.|A 6 personas les ha parecido esto útil
¿A qué sabe la luna? (libros para soñar)|M.A.¥|5,0 de 5 estrellas|Perfecto|Revisado en España el 17 de diciembre de 2017|Libro muy bonito. La historia hace que los peques puedan participar llamando a los animales. Ha triunfado totalmente. Es de hoja fina es la única pega cuando son peques y no controlan|A 7 personas les ha parecido esto útil
¿A qué sabe la luna? (libros para soñar)|Cliente Amazon|4,0 de 5 estrellas|Una pasada|Revisado en España el 25 de octubre de 2017|El tamaño del libro ayuda  mucho a que el niño se sienta atraído por leerlo. Además el hilo de la historia es tan sencillo y visual que el propio niño puede contar la historia sin saberla. Para rematar, el póster medidor fue todo un éxito para comparar su altura con lo alta que podría estar la luna.Como aspecto negativo tengo que decir que el libro me llego con una esquina un poco chafada. Supongo que de haber estado en estanterías.|A 4 personas les ha parecido esto útil
¿A qué sabe la luna? (libros para soñar)|Inmaculada Terán Rodríguez|5,0 de 5 estrellas|Maravilloso|Revisado en España el 20 de julio de 2015|Mi hijo cumple la próxima semana dos años y le ha encantado. No entiende la historia pero ama la luna y desde que nos ha llegado mira al cielo buscando la luna cada vez que salimos. Lo comparte con otros niños en la piscina y niños de 4 años están encantados también con el libro|A 9 personas les ha parecido esto útil
El poder de confiar en ti: Aprende a tener fe en ti y conseguirás lo que quieras (No Ficción)|smanug15|5,0 de 5 estrellas|Lectura muy recomendada y positiva!!|Revisado en España el 4 de abril de 2019|Lo compré porque lo vi en la casa del libro y tenía muy buena pinta. Luego en casa investigué un poco sobre el autor, su web y las cosas que escribe, y me gustó mucho su buen rollo y energía positiva!!Al final el libro ha sido un éxito total, te va guiando y dando información que a todo el mundo le vendría bien tener. Habla de muchas cosas, entre ellas te ayuda a ver que lo más importante es estar bien con uno mismo y lo que no te ayude con eso, lo desechas!! que tus objetivos merecen la pena y se pueden lograr. Mucha energía positiva en resumen y he salido muy motivada. Por otra parte la manera de la que está redactado y como va abordando cada tema lo hace muy ameno!!|A 33 personas les ha parecido esto útil
El poder de confiar en ti: Aprende a tener fe en ti y conseguirás lo que quieras (No Ficción)|Pepa de Leyva|5,0 de 5 estrellas|Que lo quieres volver a leer|Revisado en España el 8 de agosto de 2019|Lo he encontrado en el momento justo, en el que necesitaba dar respuestas a varios sentimientos en este momento de mi vida. He leído muchos libros con características similares y lo he dejado aparcado al poco tiempo.Es una muestra de ayuda, entrega y generosidad por parte de su escritor Curro Cañete. Muchísimas gracias.|A 28 personas les ha parecido esto útil
El poder de confiar en ti: Aprende a tener fe en ti y conseguirás lo que quieras (No Ficción)|MM|5,0 de 5 estrellas|Para todos los públicos. Te hará sentir mejor.|Revisado en España el 21 de abril de 2019|No soy una usuaria común de libros de autoayuda. Este libro, en realidad fue un regalo. Pero tengo que destacar la increible capacidad que tiene el autor para engancharte y transmitir lo verdaderamente importante. He aprendido muchas cosas y muy útiles gracias a este libro, otras ya las sabía pero las he recordado, que nunca está de más.No creo que sea un libro específico para personas que estén mal o necesiten ayuda, para nada. De hecho no es mi caso. Realmente creo que es un libro para todos. Que todos podemos sacar provecho de él, porque todos, sin duda, tenemos potencial no aprovechado al 100%.|A 16 personas les ha parecido esto útil
El poder de confiar en ti: Aprende a tener fe en ti y conseguirás lo que quieras (No Ficción)|Yolanda Martín pereila|5,0 de 5 estrellas|Mágico e imprescindible. Un foco de luz y de humildad que te ayuda de verdad|Revisado en España el 6 de abril de 2019|Un motivador nato, no sólo transmite fuerza y energía para salir de situaciones que nos angustien, sino que además lo redacta de una forma tan amena y sencilla que el libro se lee muy fácilmente. Desde que tengo este libro y lo estoy leyendo tengo más ganas de hacer cosas, de enfocarme en mis sueños y de seguir una senda para ser feliz en el día a día.... Porque como dice curro LA VIDA COMIENZA HOY...|A 13 personas les ha parecido esto útil
El poder de confiar en ti: Aprende a tener fe en ti y conseguirás lo que quieras (No Ficción)|Alanis Pizarro|5,0 de 5 estrellas|Espectacular...me ha dejado sin palabras!|Revisado en España el 22 de julio de 2019|¿Qué puedo decir de este libro? Cualquier piropo se queda corto para expresar la valentía, la sabiduría y la entrega con la que está escrito. El autor, Curro, nos acompaña casi literalmente de la mano (es increible la sensación que transmite el libro en este sentido) en un viaje hacia nosotros mismos y hacia el Universo y la Vida, ayudándote a ver con más claridad tu poder interior, a tener más confianza en ti mismo, a recuperar tu sabiduría interna que a veces tenemos olvidada y a reconectarte con la alegría y la ilusión de la Vida.El libro se puede leer independientemente del nivel de profundidad de ti mismo al que hayas llegado a través de otros medios, ya que es un libro que ayuda y aporta tanto a las personas que nunca han realizado este viaje como a personas con años de experiencia en estos temas.Es un libro escrito con el corazón, desde lo más esencial del alma y que te transforma hacia una vida más plena y satisfactoria. Si recuerdas esa sensación de niño de cuando todo te parecía posible, de cuando estabas agradecido incondicionalmente por todo lo que te da la Vida, de cuando sentías la tranquilidad de saberte acompañado y protegido...pues esa sensación es la que se te queda después de leerlo!Mil gracias Curro por todo lo que nos das y transmites en este libro...Gracias por pertenecer a esa generación de personas que están consiguiendo un mundo mejor y más lleno de personas felices!|A 10 personas les ha parecido esto útil
El poder de confiar en ti: Aprende a tener fe en ti y conseguirás lo que quieras (No Ficción)|David Cordeiro |5,0 de 5 estrellas|Un libro que todos deberíamos leer|Revisado en España el 27 de abril de 2019|Ya estoy con la segunda vuelta, apetece releerlo en cuanto lo acabas, porque es un libro que engancha, que te hace entender y ver las cosas de otra manera....Eres increíble Curro!Muchísimas gracias de corazón por este regalo tan maravilloso que has hecho al mundo, y a mi en particular.Gracias de nuevo y enhorabuena por este trabajo lleno de amor, y sobre todo de generosidad.Éxito más que merecido!!|A 11 personas les ha parecido esto útil
El poder de confiar en ti: Aprende a tener fe en ti y conseguirás lo que quieras (No Ficción)|Andrea R.|5,0 de 5 estrellas|Me hizo despertar!|Revisado en España el 25 de agosto de 2019|Este libro es mágico y poderoso! No lo he terminado de leer, pero en lo que llevo leído siento que me ha despertado un "instinto" de Amor, Confianza y Alegria que automáticamente mi Yo interior me da solo Buenos concejos y soluciones! Yo antes de empezar a leer este libro era diferente y me ha cambiado la Vida para Bien! y lo seguirá haciendo! Me quedo corta se palabras para explicar. Curro Bendiciones y Mil gracias por escribir este Mágico y Poderoso Libro. "El poder de la Confiar en Ti" No te conozco pero siento que te Quiero🙏😘🙌✨💋|A 6 personas les ha parecido esto útil
El poder de confiar en ti: Aprende a tener fe en ti y conseguirás lo que quieras (No Ficción)|susanapinh|5,0 de 5 estrellas|Muy bien escrito|Revisado en España el 24 de marzo de 2019|Tengo el placer de conocer Curro, pero eso no me impide de dar una opinión verdadera. Escribe tan bien que no puedes parar de leer y subrayar el libro, además consigue transmitir esa aura de persona maravillosa que es. Un libro que merece la pena leer, subrayar y volver a leer siempre que lo necesites.|A 7 personas les ha parecido esto útil
